cell,formula,cached_value,ambiguity_flag,upstream_sheets,expected_value_status,safe_to_use_as_gtc_expected,notes
L7,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D7-E7),'Fiscal Terms_PIA'!$U$60*(D7-E7))",0,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M7,=D7-E7-L7,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N7,"=IF(AND(G7=0,D7=0),0,IF(L7-K7+N6<0,L7-K7+N6,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O7,"=IF(AND(G7=0,D7=0),0,IF(L7-K7+N6>0,L7-K7+N6,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P7,=O7+M7,0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q7,=FLGT!D7,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T7,"=IFERROR(S7*P7,0)",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U7,"=IF(Ec_IO!$G$24=""PSC/SC"",(P7-T7),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A8,=FLGT!A8,2027,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B8,=FLGT!W8,18.2625,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C8,=FLGT!X8,0,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D8,=FLGT!Y8,18.2625,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E8,=SUM(FLGT!AB8:AD8),0.913125,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F8,=FLGT!AE8+FLGT!AF8+FLGT!AG8+FLGT!AH8+FLGT!Z8,0.519243164114933,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G8,=Cap_Allow!FP5,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H8,=Cap_Allow!GX5+Cap_Allow!HC5,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I8,=Cap_Allow!FI5,11.45,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J8,=CIT_NCF_Oil!Z8,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K8,=F8+H8+I8+G8+J8,11.9692431641149,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L8,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D8-E8),'Fiscal Terms_PIA'!$U$60*(D8-E8))",12.1445625,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M8,=D8-E8-L8,5.2048125,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N8,"=IF(AND(G8=0,D8=0),0,IF(L8-K8+N7<0,L8-K8+N7,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O8,"=IF(AND(G8=0,D8=0),0,IF(L8-K8+N7>0,L8-K8+N7,0))",0.175319335885064,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P8,=O8+M8,5.38013183588506,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q8,=FLGT!D8,0.36525,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R8,"=IF(Q8=0,"""",IF(Q8<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q8>'Fiscal Terms_PIA'!$W$60,Q8<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q8-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q8,IF(AND(Q8>'Fiscal Terms_PIA'!$W$61,Q8<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q8-'Fiscal Terms_PIA'!$W$61))/Q8,IF(AND(Q8>'Fiscal Terms_PIA'!$W$62,Q8<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q8-'Fiscal Terms_PIA'!$W$62))/Q8,IF(AND(Q8>'Fiscal Terms_PIA'!$W$63,Q8<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q8-'Fiscal Terms_PIA'!$W$63))/Q8,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S8,"=IF(Q8=0,"""",100%-R8)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T8,"=IFERROR(S8*P8,0)",5.11112524409081,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U8,"=IF(Ec_IO!$G$24=""PSC/SC"",(P8-T8),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A9,=FLGT!A9,2028,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B9,=FLGT!W9,39.3453635267073,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C9,=FLGT!X9,1.43616896867432,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D9,=FLGT!Y9,40.7815324953816,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E9,=SUM(FLGT!AB9:AD9),2.00317240055222,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F9,=FLGT!AE9+FLGT!AF9+FLGT!AG9+FLGT!AH9+FLGT!Z9,4.94540924551685,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G9,=Cap_Allow!FP6,35,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H9,=Cap_Allow!GX6+Cap_Allow!HC6,16,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I9,=Cap_Allow!FI6,28.7588693800638,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J9,=CIT_NCF_Oil!Z9,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K9,=F9+H9+I9+G9+J9,84.7042786255806,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L9,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D9-E9),'Fiscal Terms_PIA'!$U$60*(D9-E9))",27.1448520663806,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M9,=D9-E9-L9,11.6335080284488,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N9,"=IF(AND(G9=0,D9=0),0,IF(L9-K9+N8<0,L9-K9+N8,0))",-57.5594265592,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O9,"=IF(AND(G9=0,D9=0),0,IF(L9-K9+N8>0,L9-K9+N8,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P9,=O9+M9,11.6335080284488,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q9,=FLGT!D9,1.15215727053415,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R9,"=IF(Q9=0,"""",IF(Q9<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q9>'Fiscal Terms_PIA'!$W$60,Q9<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q9-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q9,IF(AND(Q9>'Fiscal Terms_PIA'!$W$61,Q9<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q9-'Fiscal Terms_PIA'!$W$61))/Q9,IF(AND(Q9>'Fiscal Terms_PIA'!$W$62,Q9<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q9-'Fiscal Terms_PIA'!$W$62))/Q9,IF(AND(Q9>'Fiscal Terms_PIA'!$W$63,Q9<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q9-'Fiscal Terms_PIA'!$W$63))/Q9,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S9,"=IF(Q9=0,"""",100%-R9)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T9,"=IFERROR(S9*P9,0)",11.0518326270264,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U9,"=IF(Ec_IO!$G$24=""PSC/SC"",(P9-T9),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A10,=FLGT!A10,2029,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B10,=FLGT!W10,84.7670160738534,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C10,=FLGT!X10,3.09413224685928,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D10,=FLGT!Y10,87.8611483207126,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E10,=SUM(FLGT!AB10:AD10),4.31570410986415,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F10,=FLGT!AE10+FLGT!AF10+FLGT!AG10+FLGT!AH10+FLGT!Z10,3.36690457553361,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G10,=Cap_Allow!FP7,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H10,=Cap_Allow!GX7+Cap_Allow!HC7,23,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I10,=Cap_Allow!FI7,38.8331776672256,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J10,=CIT_NCF_Oil!Z10,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K10,=F10+H10+I10+G10+J10,65.2000822427592,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L10,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D10-E10),'Fiscal Terms_PIA'!$U$60*(D10-E10))",58.4818109475939,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M10,=D10-E10-L10,25.0636332632546,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N10,"=IF(AND(G10=0,D10=0),0,IF(L10-K10+N9<0,L10-K10+N9,0))",-64.2776978543653,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O10,"=IF(AND(G10=0,D10=0),0,IF(L10-K10+N9>0,L10-K10+N9,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P10,=O10+M10,25.0636332632546,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q10,=FLGT!D10,2.84749759201121,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R10,"=IF(Q10=0,"""",IF(Q10<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q10>'Fiscal Terms_PIA'!$W$60,Q10<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q10-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q10,IF(AND(Q10>'Fiscal Terms_PIA'!$W$61,Q10<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q10-'Fiscal Terms_PIA'!$W$61))/Q10,IF(AND(Q10>'Fiscal Terms_PIA'!$W$62,Q10<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q10-'Fiscal Terms_PIA'!$W$62))/Q10,IF(AND(Q10>'Fiscal Terms_PIA'!$W$63,Q10<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q10-'Fiscal Terms_PIA'!$W$63))/Q10,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S10,"=IF(Q10=0,"""",100%-R10)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T10,"=IFERROR(S10*P10,0)",23.8104516000918,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U10,"=IF(Ec_IO!$G$24=""PSC/SC"",(P10-T10),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A11,=FLGT!A11,2030,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B11,=FLGT!W11,182.625,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C11,=FLGT!X11,6.66610584817992,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D11,=FLGT!Y11,189.29110584818,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E11,=SUM(FLGT!AB11:AD11),11.5807151462045,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F11,=FLGT!AE11+FLGT!AF11+FLGT!AG11+FLGT!AH11+FLGT!Z11,3.1416384941317,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G11,=Cap_Allow!FP8,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H11,=Cap_Allow!GX8+Cap_Allow!HC8,28,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I11,=Cap_Allow!FI8,31.25,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J11,=CIT_NCF_Oil!Z11,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K11,=F11+H11+I11+G11+J11,62.3916384941317,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L11,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D11-E11),'Fiscal Terms_PIA'!$U$60*(D11-E11))",124.397273491383,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M11,=D11-E11-L11,53.3131172105926,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N11,"=IF(AND(G11=0,D11=0),0,IF(L11-K11+N10<0,L11-K11+N10,0))",-2.27206285711419,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O11,"=IF(AND(G11=0,D11=0),0,IF(L11-K11+N10>0,L11-K11+N10,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P11,=O11+M11,53.3131172105926,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q11,=FLGT!D11,6.49999759201121,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R11,"=IF(Q11=0,"""",IF(Q11<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q11>'Fiscal Terms_PIA'!$W$60,Q11<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q11-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q11,IF(AND(Q11>'Fiscal Terms_PIA'!$W$61,Q11<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q11-'Fiscal Terms_PIA'!$W$61))/Q11,IF(AND(Q11>'Fiscal Terms_PIA'!$W$62,Q11<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q11-'Fiscal Terms_PIA'!$W$62))/Q11,IF(AND(Q11>'Fiscal Terms_PIA'!$W$63,Q11<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q11-'Fiscal Terms_PIA'!$W$63))/Q11,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
S11,"=IF(Q11=0,"""",100%-R11)",0.95,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
T11,"=IFERROR(S11*P11,0)",50.647461350063,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
U11,"=IF(Ec_IO!$G$24=""PSC/SC"",(P11-T11),0)",0,,Ec_IO,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
A12,=FLGT!A12,2031,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
B12,=FLGT!W12,182.625,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
C12,=FLGT!X12,9.5484,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
D12,=FLGT!Y12,192.1734,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
E12,=SUM(FLGT!AB12:AD12),11.6527725,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
F12,=FLGT!AE12+FLGT!AF12+FLGT!AG12+FLGT!AH12+FLGT!Z12,2.77614316411493,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
G12,=Cap_Allow!FP9,0,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
H12,=Cap_Allow!GX9+Cap_Allow!HC9,28,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
I12,=Cap_Allow!FI9,51.65,,Cap_Allow,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
J12,=CIT_NCF_Oil!Z12,0,,CIT_NCF_Oil,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
K12,=F12+H12+I12+G12+J12,82.4261431641149,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
L12,"=IF(Ec_IO!$G$22='Fiscal Terms_PIA'!$T$59,'Fiscal Terms_PIA'!$T$60*(D12-E12),'Fiscal Terms_PIA'!$U$60*(D12-E12))",126.36443925,,Ec_IO | Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
M12,=D12-E12-L12,54.15618825,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
N12,"=IF(AND(G12=0,D12=0),0,IF(L12-K12+N11<0,L12-K12+N11,0))",0,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
O12,"=IF(AND(G12=0,D12=0),0,IF(L12-K12+N11>0,L12-K12+N11,0))",41.6662332287709,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
P12,=O12+M12,95.8224214787709,,,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
Q12,=FLGT!D12,10.1524975920112,,FLGT,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
R12,"=IF(Q12=0,"""",IF(Q12<='Fiscal Terms_PIA'!$W$60,'Fiscal Terms_PIA'!$X$60,IF(AND(Q12>'Fiscal Terms_PIA'!$W$60,Q12<='Fiscal Terms_PIA'!$W$61),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+(Q12-'Fiscal Terms_PIA'!$W$60)*'Fiscal Terms_PIA'!$X$61)/Q12,IF(AND(Q12>'Fiscal Terms_PIA'!$W$61,Q12<='Fiscal Terms_PIA'!$W$62),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*(Q12-'Fiscal Terms_PIA'!$W$61))/Q12,IF(AND(Q12>'Fiscal Terms_PIA'!$W$62,Q12<='Fiscal Terms_PIA'!$W$63),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*(Q12-'Fiscal Terms_PIA'!$W$62))/Q12,IF(AND(Q12>'Fiscal Terms_PIA'!$W$63,Q12<='Fiscal Terms_PIA'!$W$64),('Fiscal Terms_PIA'!$X$60*'Fiscal Terms_PIA'!$W$60+'Fiscal Terms_PIA'!$X$61*('Fiscal Terms_PIA'!$W$61-'Fiscal Terms_PIA'!$W$60)+'Fiscal Terms_PIA'!$X$62*('Fiscal Terms_PIA'!$W$62-'Fiscal Terms_PIA'!$W$61)+'Fiscal Terms_PIA'!$X$63*('Fiscal Terms_PIA'!$W$63-'Fiscal Terms_PIA'!$W$62)+'Fiscal Terms_PIA'!$X$64*(Q12-'Fiscal Terms_PIA'!$W$63))/Q12,'Fiscal Terms_PIA'!$X$65))))))",0.05,,Fiscal Terms_PIA,CACHE_PRESENT,YES_IF_CACHE_TRUSTED,Cached value available from GM extraction.
